fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n_lt_5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4,data_year,county_name,fips_full,naics_level,naics_prefix,qp1_usd,ap_usd,emp_noise_label,qp1_noise_label,ap_noise_label
48,201,332613,H,511,H,8488,H,36619,9,,,3.0,,4.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332613,8488000,36619000,medium,medium,medium
48,201,332618,G,390,G,6310,G,29851,13,,3.0,,,5.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332618,6310000,29851000,low,low,low
48,201,3327//,G,7839,G,130843,G,556448,462,169.0,99.0,92.0,68.0,22.0,9.0,3.0,,,,,,,2023,"Harris County, TX",48201,4-digit,3327,130843000,556448000,low,low,low
48,201,33271/,G,4867,G,81673,G,346651,368,143.0,84.0,73.0,52.0,12.0,3.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33271,81673000,346651000,low,low,low
48,201,332710,G,4867,G,81673,G,346651,368,143.0,84.0,73.0,52.0,12.0,3.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,332710,81673000,346651000,low,low,low
48,201,33272/,G,2972,G,49170,G,209797,94,26.0,15.0,19.0,16.0,10.0,6.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33272,49170000,209797000,low,low,low
48,201,332721,G,1704,G,30414,G,130511,68,18.0,13.0,15.0,13.0,7.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332721,30414000,130511000,low,low,low
48,201,332722,G,1268,H,18756,G,79286,26,8.0,,4.0,3.0,3.0,5.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,332722,18756000,79286000,low,medium,low
48,201,3328//,G,4436,G,75070,G,304703,129,42.0,26.0,16.0,18.0,16.0,9.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3328,75070000,304703000,low,low,low
48,201,33281/,G,4436,G,75070,G,304703,129,42.0,26.0,16.0,18.0,16.0,9.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33281,75070000,304703000,low,low,low
48,201,332811,G,1746,G,34215,G,131239,23,6.0,4.0,,3.0,3.0,3.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,332811,34215000,131239000,low,low,low
48,201,332812,G,1720,G,25935,G,108827,62,18.0,13.0,8.0,9.0,12.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332812,25935000,108827000,low,low,low
48,201,332813,G,970,G,14920,G,64637,44,18.0,9.0,6.0,6.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,332813,14920000,64637000,low,low,low
48,201,3329//,G,8851,G,186234,G,736674,215,53.0,33.0,42.0,40.0,24.0,15.0,7.0,,,,,,,2023,"Harris County, TX",48201,4-digit,3329,186234000,736674000,low,low,low
48,201,33291/,G,3857,G,95308,G,366857,88,19.0,13.0,14.0,21.0,11.0,7.0,3.0,,,,,,,2023,"Harris County, TX",48201,5-digit,33291,95308000,366857000,low,low,low
48,201,332911,H,1986,H,46756,H,190364,47,12.0,8.0,9.0,9.0,3.0,4.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,332911,46756000,190364000,medium,medium,medium
48,201,332912,G,471,G,9708,G,40234,13,3.0,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332912,9708000,40234000,low,low,low
48,201,332919,G,1397,H,38810,H,136115,26,,3.0,3.0,9.0,6.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332919,38810000,136115000,low,medium,medium
48,201,33299/,G,4994,G,90926,G,369817,127,34.0,20.0,28.0,19.0,13.0,8.0,4.0,,,,,,,2023,"Harris County, TX",48201,5-digit,33299,90926000,369817000,low,low,low
48,201,332992,H,28,H,280,H,1090,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332992,280000,1090000,medium,medium,medium
48,201,332994,J,84,J,1275,J,5670,5,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332994,1275000,5670000,high,high,high
48,201,332996,G,3516,G,74696,G,292894,50,5.0,7.0,8.0,8.0,10.0,8.0,4.0,,,,,,,2023,"Harris County, TX",48201,6-digit,332996,74696000,292894000,low,low,low
48,201,332999,H,1353,G,14368,G,68391,67,24.0,12.0,17.0,11.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,332999,14368000,68391000,medium,low,low
48,201,333///,G,24850,G,510860,G,2014460,389,102.0,62.0,65.0,77.0,30.0,35.0,11.0,5.0,,,,,,2023,"Harris County, TX",48201,3-digit,333,510860000,2014460000,low,low,low
48,201,3331//,G,10163,G,274507,G,997446,132,30.0,16.0,22.0,25.0,10.0,16.0,8.0,5.0,,,,,,2023,"Harris County, TX",48201,4-digit,3331,274507000,997446000,low,low,low
48,201,33311/,G,50,G,745,G,3069,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33311,745000,3069000,low,low,low
48,201,333111,G,50,G,745,G,3069,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333111,745000,3069000,low,low,low
48,201,33312/,H,104,H,1715,H,6906,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33312,1715000,6906000,medium,medium,medium
48,201,333120,H,104,H,1715,H,6906,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333120,1715000,6906000,medium,medium,medium
48,201,33313/,G,10009,G,272047,G,987471,123,25.0,16.0,21.0,23.0,9.0,16.0,8.0,5.0,,,,,,2023,"Harris County, TX",48201,5-digit,33313,272047000,987471000,low,low,low
48,201,333131,G,99,G,2253,G,9598,6,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333131,2253000,9598000,low,low,low
48,201,333132,G,9910,G,269794,G,977873,117,23.0,16.0,19.0,21.0,9.0,16.0,8.0,5.0,,,,,,2023,"Harris County, TX",48201,6-digit,333132,269794000,977873000,low,low,low
48,201,3332//,H,215,G,2552,G,11594,20,10.0,4.0,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3332,2552000,11594000,medium,low,low
48,201,33324/,H,215,G,2552,G,11594,20,10.0,4.0,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33324,2552000,11594000,medium,low,low
48,201,333243,H,72,H,856,G,3829,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333243,856000,3829000,medium,medium,low
48,201,333249,J,137,H,1631,H,7445,15,8.0,3.0,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333249,1631000,7445000,high,medium,medium
48,201,3333//,H,442,H,7476,H,29809,15,3.0,7.0,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3333,7476000,29809000,medium,medium,medium
48,201,33331/,H,442,H,7476,H,29809,15,3.0,7.0,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33331,7476000,29809000,medium,medium,medium
48,201,333318,H,440,H,7451,H,29723,14,,7.0,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333318,7451000,29723000,medium,medium,medium
48,201,3334//,H,6767,H,60150,H,279678,32,5.0,4.0,7.0,6.0,3.0,6.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3334,60150000,279678000,medium,medium,medium
48,201,33341/,H,6767,H,60150,H,279678,32,5.0,4.0,7.0,6.0,3.0,6.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33341,60150000,279678000,medium,medium,medium
48,201,333413,G,526,G,6077,G,26621,9,,,4.0,,,3.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,333413,6077000,26621000,low,low,low
48,201,333414,H,47,H,841,G,4647,6,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333414,841000,4647000,medium,medium,low
48,201,333415,H,6194,H,53232,H,248410,17,,3.0,,4.0,3.0,3.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,333415,53232000,248410000,medium,medium,medium
48,201,3335//,H,546,G,8058,H,36895,48,22.0,10.0,9.0,6.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3335,8058000,36895000,medium,low,medium
48,201,33351/,H,546,G,8058,H,36895,48,22.0,10.0,9.0,6.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33351,8058000,36895000,medium,low,medium
48,201,333511,J,50,J,790,J,3535,4,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333511,790000,3535000,high,high,high
48,201,333514,H,104,H,1600,H,7889,10,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333514,1600000,7889000,medium,medium,medium
48,201,333515,J,200,J,2533,J,12096,12,7.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333515,2533000,12096000,high,high,high
48,201,333517,H,165,G,2805,G,12028,20,7.0,6.0,6.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333517,2805000,12028000,medium,low,low
48,201,3336//,G,1212,H,27881,H,113419,20,5.0,3.0,,3.0,5.0,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3336,27881000,113419000,low,medium,medium
48,201,33361/,G,1212,H,27881,H,113419,20,5.0,3.0,,3.0,5.0,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33361,27881000,113419000,low,medium,medium
48,201,333611,G,1006,H,22885,H,92903,11,,,,,4.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333611,22885000,92903000,low,medium,medium
48,201,333613,J,152,J,2899,J,11843,7,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333613,2899000,11843000,high,high,high
48,201,3339//,H,5505,H,130236,H,545619,122,27.0,18.0,21.0,34.0,10.0,9.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3339,130236000,545619000,medium,medium,medium
48,201,33391/,G,2436,G,67523,G,255216,49,11.0,4.0,8.0,14.0,4.0,6.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33391,67523000,255216000,low,low,low
48,201,333912,G,1329,H,43470,G,152829,12,,,,4.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333912,43470000,152829000,low,medium,low
48,201,333914,G,1107,G,24053,G,102387,37,9.0,4.0,8.0,10.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,333914,24053000,102387000,low,low,low
48,201,33392/,H,1703,H,30596,H,171430,14,3.0,3.0,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33392,30596000,171430000,medium,medium,medium
48,201,333922,H,41,H,672,J,5864,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333922,672000,5864000,medium,medium,high
48,201,333923,H,448,G,6425,G,24306,8,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333923,6425000,24306000,medium,low,low
48,201,33399/,H,1366,H,32117,G,118973,59,13.0,11.0,12.0,17.0,4.0,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33399,32117000,118973000,medium,medium,low
48,201,333991,H,45,H,617,H,2263,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333991,617000,2263000,medium,medium,medium
48,201,333992,G,113,G,2457,G,11205,6,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333992,2457000,11205000,low,low,low
48,201,333993,H,131,G,1973,G,8393,8,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333993,1973000,8393000,medium,low,low
48,201,333994,J,18,G,319,H,1406,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333994,319000,1406000,high,low,medium
48,201,333995,J,274,J,8925,H,23331,4,,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333995,8925000,23331000,high,high,medium
48,201,333996,H,140,H,5538,H,21118,5,,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333996,5538000,21118000,medium,medium,medium
48,201,333999,G,631,G,12165,G,50678,28,5.0,6.0,7.0,7.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,333999,12165000,50678000,low,low,low
48,201,334///,H,8528,H,228762,H,876455,174,66.0,17.0,27.0,33.0,7.0,16.0,5.0,,,,,,,2023,"Harris County, TX",48201,3-digit,334,228762000,876455000,medium,medium,medium
48,201,3341//,J,294,J,9981,J,46017,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3341,9981000,46017000,high,high,high
48,201,33411/,J,294,J,9981,J,46017,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33411,9981000,46017000,high,high,high
48,201,334111,J,254,J,9575,J,44448,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334111,9575000,44448000,high,high,high
48,201,3342//,J,1003,J,18521,J,71219,12,6.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3342,18521000,71219000,high,high,high
48,201,33422/,J,972,J,17768,J,68210,8,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33422,17768000,68210000,high,high,high
48,201,334220,J,972,J,17768,J,68210,8,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334220,17768000,68210000,high,high,high
48,201,33429/,H,28,G,654,G,2423,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33429,654000,2423000,medium,low,low
48,201,334290,H,28,G,654,G,2423,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334290,654000,2423000,medium,low,low
48,201,3343//,J,8,G,111,H,265,5,5.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3343,111000,265000,high,low,medium
48,201,33431/,J,8,G,111,H,265,5,5.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33431,111000,265000,high,low,medium
48,201,334310,J,8,G,111,H,265,5,5.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334310,111000,265000,high,low,medium
48,201,3344//,J,961,J,15025,J,60465,27,11.0,3.0,4.0,5.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3344,15025000,60465000,high,high,high
48,201,33441/,J,961,J,15025,J,60465,27,11.0,3.0,4.0,5.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33441,15025000,60465000,high,high,high
48,201,334413,H,22,J,345,J,1575,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334413,345000,1575000,medium,high,high
48,201,334416,G,87,G,775,G,3555,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334416,775000,3555000,low,low,low
48,201,334418,H,296,H,4815,H,17703,7,,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334418,4815000,17703000,medium,medium,medium
48,201,334419,J,316,J,4016,J,16852,11,6.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334419,4016000,16852000,high,high,high
48,201,3345//,H,6210,H,184403,H,696987,122,42.0,13.0,20.0,23.0,7.0,11.0,4.0,,,,,,,2023,"Harris County, TX",48201,4-digit,3345,184403000,696987000,medium,medium,medium
48,201,33451/,H,6210,H,184403,H,696987,122,42.0,13.0,20.0,23.0,7.0,11.0,4.0,,,,,,,2023,"Harris County, TX",48201,5-digit,33451,184403000,696987000,medium,medium,medium
48,201,334510,J,1340,J,49705,J,216586,11,3.0,,4.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334510,49705000,216586000,high,high,high
48,201,334511,H,20,H,593,H,2296,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334511,593000,2296000,medium,medium,medium
48,201,334512,J,86,J,1476,J,6468,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334512,1476000,6468000,high,high,high
48,201,334513,H,1479,G,39806,G,137771,46,13.0,5.0,9.0,11.0,4.0,4.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,334513,39806000,137771000,medium,low,low
48,201,334514,G,802,H,21964,H,79165,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334514,21964000,79165000,low,medium,medium
48,201,334515,H,129,H,1658,H,7198,6,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334515,1658000,7198000,medium,medium,medium
48,201,334516,H,627,G,18188,G,71970,12,5.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,334516,18188000,71970000,medium,low,low
48,201,334519,H,1727,H,51013,H,175533,33,14.0,4.0,,6.0,,3.0,,,,,,,,2023,"Harris County, TX",48201,6-digit,334519,51013000,175533000,medium,medium,medium
48,201,3346//,G,52,H,721,H,1502,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3346,721000,1502000,low,medium,medium
48,201,33461/,G,52,H,721,H,1502,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33461,721000,1502000,low,medium,medium
48,201,335///,G,4966,G,109686,G,451271,105,32.0,13.0,17.0,26.0,9.0,4.0,,,,,,,,2023,"Harris County, TX",48201,3-digit,335,109686000,451271000,low,low,low
48,201,3351//,H,280,J,5068,J,18142,16,9.0,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3351,5068000,18142000,medium,high,high
48,201,33512/,H,280,J,5068,J,18142,16,9.0,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33512,5068000,18142000,medium,high,high
48,201,335121,J,9,J,95,J,423,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335121,95000,423000,high,high,high
48,201,335122,G,126,H,1960,H,7543,8,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335122,1960000,7543000,low,medium,medium
48,201,335129,J,145,J,3013,J,10176,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335129,3013000,10176000,high,high,high
48,201,3352//,J,39,J,623,J,2855,6,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3352,623000,2855000,high,high,high
48,201,33521/,J,21,J,440,J,2113,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33521,440000,2113000,high,high,high
48,201,335210,J,21,J,440,J,2113,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335210,440000,2113000,high,high,high
48,201,33522/,J,18,G,183,H,742,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33522,183000,742000,high,low,medium
48,201,335220,J,18,G,183,H,742,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335220,183000,742000,high,low,medium
48,201,3353//,H,2873,G,67662,G,284204,50,10.0,6.0,11.0,12.0,6.0,3.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3353,67662000,284204000,medium,low,low
48,201,33531/,H,2873,G,67662,G,284204,50,10.0,6.0,11.0,12.0,6.0,3.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33531,67662000,284204000,medium,low,low
48,201,335311,H,365,H,6640,H,29843,7,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335311,6640000,29843000,medium,medium,medium
48,201,335312,J,1580,J,33921,J,146966,13,,,,4.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335312,33921000,146966000,high,high,high
48,201,335313,G,383,G,6746,G,26006,14,4.0,,3.0,4.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335313,6746000,26006000,low,low,low
48,201,335314,H,545,H,20355,H,81389,16,4.0,,5.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335314,20355000,81389000,medium,medium,medium
48,201,3359//,H,1774,H,36333,H,146070,33,10.0,5.0,,11.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3359,36333000,146070000,medium,medium,medium
48,201,33591/,J,57,H,1225,H,5912,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33591,1225000,5912000,high,medium,medium
48,201,335911,J,57,H,1225,H,5912,4,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335911,1225000,5912000,high,medium,medium
48,201,33593/,H,380,H,8155,H,30407,13,4.0,,,5.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33593,8155000,30407000,medium,medium,medium
48,201,335931,H,226,H,4018,H,17168,7,,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335931,4018000,17168000,medium,medium,medium
48,201,335932,G,154,G,4137,G,13239,6,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335932,4137000,13239000,low,low,low
48,201,33599/,J,1327,J,26888,J,109263,14,4.0,,,5.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33599,26888000,109263000,high,high,high
48,201,335991,J,62,J,2889,J,10843,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335991,2889000,10843000,high,high,high
48,201,335999,J,1265,J,23999,J,98420,9,,,,3.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,335999,23999000,98420000,high,high,high
48,201,336///,H,3071,H,65236,H,257975,89,32.0,13.0,15.0,15.0,8.0,4.0,,,,,,,,2023,"Harris County, TX",48201,3-digit,336,65236000,257975000,medium,medium,medium
48,201,3362//,H,966,H,14508,H,60628,22,,,8.0,4.0,3.0,3.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3362,14508000,60628000,medium,medium,medium
48,201,33621/,H,966,H,14508,H,60628,22,,,8.0,4.0,3.0,3.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33621,14508000,60628000,medium,medium,medium
48,201,336211,H,579,H,8764,J,38421,11,,,5.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336211,8764000,38421000,medium,medium,high
48,201,336212,H,276,G,3956,G,16705,9,,,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336212,3956000,16705000,medium,low,low
48,201,3363//,H,347,G,4664,G,19503,32,19.0,4.0,4.0,4.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3363,4664000,19503000,medium,low,low
48,201,33631/,J,112,H,1679,H,7176,13,9.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33631,1679000,7176000,high,medium,medium
48,201,336310,J,112,H,1679,H,7176,13,9.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336310,1679000,7176000,high,medium,medium
48,201,33632/,G,28,H,440,H,1962,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33632,440000,1962000,low,medium,medium
48,201,336320,G,28,H,440,H,1962,5,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336320,440000,1962000,low,medium,medium
48,201,33635/,J,40,J,655,J,2137,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33635,655000,2137000,high,high,high
48,201,336350,J,40,J,655,J,2137,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336350,655000,2137000,high,high,high
48,201,33639/,J,77,H,988,H,3945,8,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33639,988000,3945000,high,medium,medium
48,201,336390,J,77,H,988,H,3945,8,4.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336390,988000,3945000,high,medium,medium
48,201,3364//,G,1132,H,33105,H,121904,10,4.0,3.0,,,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3364,33105000,121904000,low,medium,medium
48,201,33641/,G,1132,H,33105,H,121904,10,4.0,3.0,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33641,33105000,121904000,low,medium,medium
48,201,336413,H,87,J,2579,J,11116,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336413,2579000,11116000,medium,high,high
48,201,336414,J,685,J,24198,J,81298,3,,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336414,24198000,81298000,high,high,high
48,201,3366//,G,589,G,12421,G,53730,21,4.0,4.0,3.0,6.0,3.0,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3366,12421000,53730000,low,low,low
48,201,33661/,G,589,G,12421,G,53730,21,4.0,4.0,3.0,6.0,3.0,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33661,12421000,53730000,low,low,low
48,201,336611,G,586,G,12397,G,53623,19,,4.0,3.0,6.0,3.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,336611,12397000,53623000,low,low,low
48,201,337///,G,2387,G,31547,G,128610,116,52.0,20.0,14.0,19.0,7.0,,,,,,,,,2023,"Harris County, TX",48201,3-digit,337,31547000,128610000,low,low,low
48,201,3371//,G,693,H,8239,H,31250,66,36.0,15.0,7.0,5.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3371,8239000,31250000,low,medium,medium
48,201,33711/,H,278,J,3765,J,14195,21,12.0,4.0,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33711,3765000,14195000,medium,high,high
48,201,337110,H,278,J,3765,J,14195,21,12.0,4.0,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337110,3765000,14195000,medium,high,high
48,201,33712/,G,415,G,4474,G,17055,45,24.0,11.0,4.0,5.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33712,4474000,17055000,low,low,low
48,201,337121,G,211,G,1983,G,7836,16,6.0,5.0,3.0,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337121,1983000,7836000,low,low,low
48,201,337122,G,91,G,1055,G,4545,19,12.0,6.0,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337122,1055000,4545000,low,low,low
48,201,337124,G,79,H,1048,G,3008,8,5.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337124,1048000,3008000,low,medium,low
48,201,3372//,H,937,H,11818,H,50244,37,12.0,5.0,5.0,12.0,,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3372,11818000,50244000,medium,medium,medium
48,201,33721/,H,937,H,11818,H,50244,37,12.0,5.0,5.0,12.0,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33721,11818000,50244000,medium,medium,medium
48,201,337211,H,47,H,579,H,2507,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337211,579000,2507000,medium,medium,medium
48,201,337212,G,497,G,6692,G,26305,24,5.0,3.0,5.0,9.0,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337212,6692000,26305000,low,low,low
48,201,337215,J,357,J,4209,J,19894,6,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337215,4209000,19894000,high,high,high
48,201,3379//,H,757,H,11490,H,47116,13,4.0,,,,3.0,,,,,,,,,2023,"Harris County, TX",48201,4-digit,3379,11490000,47116000,medium,medium,medium
48,201,33791/,H,726,H,11164,H,45756,8,,,,,3.0,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33791,11164000,45756000,medium,medium,medium
48,201,337910,H,726,H,11164,H,45756,8,,,,,3.0,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337910,11164000,45756000,medium,medium,medium
48,201,33792/,H,31,H,326,H,1360,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,5-digit,33792,326000,1360000,medium,medium,medium
48,201,337920,H,31,H,326,H,1360,5,3.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,337920,326000,1360000,medium,medium,medium
48,201,339///,G,6977,G,114489,G,461119,293,146.0,57.0,34.0,34.0,11.0,6.0,4.0,,,,,,,2023,"Harris County, TX",48201,3-digit,339,114489000,461119000,low,low,low
48,201,3391//,H,2835,H,47884,H,193417,83,45.0,15.0,7.0,8.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,4-digit,3391,47884000,193417000,medium,medium,medium
48,201,33911/,H,2835,H,47884,H,193417,83,45.0,15.0,7.0,8.0,,4.0,,,,,,,,2023,"Harris County, TX",48201,5-digit,33911,47884000,193417000,medium,medium,medium
48,201,339112,H,1935,H,35305,H,144433,13,7.0,,,,,,,,,,,,,2023,"Harris County, TX",48201,6-digit,339112,35305000,144433000,medium,medium,medium
